# E2_bin_center  hist_tree  hist_soft  hist_hard  hist_hard_sum
2.596089e+03 3.351000e+03 3.152000e+03 1.090000e+02 1.610000e+02
2.606113e+03 3.024000e+03 2.833000e+03 9.900000e+01 1.550000e+02
2.616138e+03 2.741000e+03 2.494000e+03 1.050000e+02 1.400000e+02
2.626162e+03 2.389000e+03 2.272000e+03 9.400000e+01 1.270000e+02
2.636187e+03 2.117000e+03 2.055000e+03 7.600000e+01 1.230000e+02
2.646211e+03 1.877000e+03 1.717000e+03 5.700000e+01 7.800000e+01
2.656236e+03 1.629000e+03 1.530000e+03 5.000000e+01 7.300000e+01
2.666260e+03 1.420000e+03 1.249000e+03 5.000000e+01 7.300000e+01
2.676284e+03 1.198000e+03 1.130000e+03 4.700000e+01 6.400000e+01
2.686309e+03 1.022000e+03 9.300000e+02 3.900000e+01 4.700000e+01
2.696333e+03 8.280000e+02 7.230000e+02 3.000000e+01 5.600000e+01
2.706358e+03 6.290000e+02 5.610000e+02 2.400000e+01 3.400000e+01
2.716382e+03 4.950000e+02 4.210000e+02 1.500000e+01 2.400000e+01
2.726407e+03 3.500000e+02 3.410000e+02 1.100000e+01 2.100000e+01
2.736431e+03 2.520000e+02 2.290000e+02 3.000000e+00 7.000000e+00
2.746456e+03 1.640000e+02 1.400000e+02 5.000000e+00 8.000000e+00
2.756480e+03 6.400000e+01 8.000000e+01 4.000000e+00 4.000000e+00
2.766505e+03 1.800000e+01 2.500000e+01 1.000000e+00 2.000000e+00
2.776529e+03 7.000000e+00 5.000000e+00 0.000000e+00 0.000000e+00
